new_filename,source_image_id,class_id,class_name,source_relative_path
image_000001_c001.jpg,1,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0046_18.jpg
image_000002_c001.jpg,2,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0009_34.jpg
image_000003_c001.jpg,3,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0002_55.jpg
image_000004_c001.jpg,4,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0074_59.jpg
image_000005_c001.jpg,5,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0014_89.jpg
image_000006_c001.jpg,6,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0085_92.jpg
image_000007_c001.jpg,7,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0031_100.jpg
image_000008_c001.jpg,8,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0051_796103.jpg
image_000009_c001.jpg,9,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0010_796097.jpg
image_000010_c001.jpg,10,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0025_796057.jpg
image_000011_c001.jpg,11,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0023_796059.jpg
image_000012_c001.jpg,12,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0086_796062.jpg
image_000013_c001.jpg,13,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0049_796063.jpg
image_000014_c001.jpg,14,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0006_796065.jpg
image_000015_c001.jpg,15,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0040_796066.jpg
image_000016_c001.jpg,16,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0016_796067.jpg
image_000017_c001.jpg,17,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0065_796068.jpg
image_000018_c001.jpg,18,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0089_796069.jpg
image_000019_c001.jpg,19,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0042_796071.jpg
image_000020_c001.jpg,20,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0067_170.jpg
image_000021_c001.jpg,21,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0060_796076.jpg
image_000022_c001.jpg,22,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0090_796077.jpg
image_000023_c001.jpg,23,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0056_796078.jpg
image_000024_c001.jpg,24,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0061_796082.jpg
image_000025_c001.jpg,25,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0008_796083.jpg
image_000026_c001.jpg,26,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0033_796086.jpg
image_000027_c001.jpg,27,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0024_796089.jpg
image_000028_c001.jpg,28,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0005_796090.jpg
image_000029_c001.jpg,29,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0026_796095.jpg
image_000030_c001.jpg,30,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0080_796096.jpg
image_000031_c001.jpg,31,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0047_796064.jpg
image_000032_c001.jpg,32,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0017_796098.jpg
image_000033_c001.jpg,33,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0064_796101.jpg
image_000034_c001.jpg,34,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0076_417.jpg
image_000035_c001.jpg,35,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0019_796104.jpg
image_000036_c001.jpg,36,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0057_796106.jpg
image_000037_c001.jpg,37,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0041_796108.jpg
image_000038_c001.jpg,38,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0053_796109.jpg
image_000039_c001.jpg,39,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0001_796111.jpg
image_000040_c001.jpg,40,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0071_796113.jpg
image_000041_c001.jpg,41,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0077_796114.jpg
image_000042_c001.jpg,42,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0032_796115.jpg
image_000043_c001.jpg,43,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0038_212.jpg
image_000044_c001.jpg,44,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0037_796120.jpg
image_000045_c001.jpg,45,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0082_796121.jpg
image_000046_c001.jpg,46,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0079_796122.jpg
image_000047_c001.jpg,47,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0050_796125.jpg
image_000048_c001.jpg,48,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0078_796126.jpg
image_000049_c001.jpg,49,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0036_796127.jpg
image_000050_c001.jpg,50,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0045_796129.jpg
image_000051_c001.jpg,51,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0039_796132.jpg
image_000052_c001.jpg,52,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0088_796133.jpg
image_000053_c001.jpg,53,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0068_796135.jpg
image_000054_c001.jpg,54,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0003_796136.jpg
image_000055_c001.jpg,55,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0007_796138.jpg
image_000056_c001.jpg,56,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0069_796139.jpg
image_000057_c001.jpg,57,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0035_796140.jpg
image_000058_c001.jpg,58,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0063_796141.jpg
image_000059_c001.jpg,59,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0058_796074.jpg
image_000060_c001.jpg,60,1,001.Black_footed_Albatross,001.Black_footed_Albatross/Black_Footed_Albatross_0081_426.jpg
image_000061_c002.jpg,61,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0002_1027.jpg
image_000062_c002.jpg,62,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0003_1033.jpg
image_000063_c002.jpg,63,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0082_524.jpg
image_000064_c002.jpg,64,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0044_784.jpg
image_000065_c002.jpg,65,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0070_788.jpg
image_000066_c002.jpg,66,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0050_870.jpg
image_000067_c002.jpg,67,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0071_792.jpg
image_000068_c002.jpg,68,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0053_543.jpg
image_000069_c002.jpg,69,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0081_800.jpg
image_000070_c002.jpg,70,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0001_545.jpg
image_000071_c002.jpg,71,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0023_1059.jpg
image_000072_c002.jpg,72,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0065_809.jpg
image_000073_c002.jpg,73,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0061_563.jpg
image_000074_c002.jpg,74,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0085_564.jpg
image_000075_c002.jpg,75,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0005_565.jpg
image_000076_c002.jpg,76,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0060_777.jpg
image_000077_c002.jpg,77,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0055_570.jpg
image_000078_c002.jpg,78,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0025_571.jpg
image_000079_c002.jpg,79,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0080_821.jpg
image_000080_c002.jpg,80,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0092_834.jpg
image_000081_c002.jpg,81,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0013_910.jpg
image_000082_c002.jpg,82,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0091_602.jpg
image_000083_c002.jpg,83,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0102_611.jpg
image_000084_c002.jpg,84,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0099_869.jpg
image_000085_c002.jpg,85,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0017_614.jpg
image_000086_c002.jpg,86,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0047_619.jpg
image_000087_c002.jpg,87,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0035_876.jpg
image_000088_c002.jpg,88,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0098_621.jpg
image_000089_c002.jpg,89,2,002.Laysan_Albatross,002.Laysan_Albatross/Laysan_Albatross_0088_883.jpg
